timestamp,angular_velocity,linear_velocity
2024-11-13 21:54:54.134333,0.0,0.0
2024-11-13 21:54:54.234834,0.0,0.0
2024-11-13 21:54:54.335519,0.0,0.0
2024-11-13 21:54:54.435870,0.0,0.0
2024-11-13 21:54:54.537080,0.0,0.0
2024-11-13 21:54:54.637098,0.0,0.0
2024-11-13 21:54:54.737594,0.0,0.0
2024-11-13 21:54:54.838138,0.0,0.0
2024-11-13 21:54:54.939127,0.0,0.0
2024-11-13 21:54:55.039675,0.0,0.0
2024-11-13 21:54:55.140352,0.0,0.0
2024-11-13 21:54:55.240836,0.0,0.0
2024-11-13 21:54:55.341433,0.0,0.0
2024-11-13 21:54:55.441995,0.0,0.0
2024-11-13 21:54:55.542769,0.0,0.0
2024-11-13 21:54:55.643310,0.0,0.0
2024-11-13 21:54:55.744362,0.0,0.0
2024-11-13 21:54:55.844770,0.0,0.0
2024-11-13 21:54:55.945253,0.0,0.0
2024-11-13 21:54:56.045502,0.0,0.0
2024-11-13 21:54:56.146792,0.0,0.0
2024-11-13 21:54:56.246847,0.0,0.0
2024-11-13 21:54:56.347199,0.0,0.0
2024-11-13 21:54:56.447346,0.0,0.0
2024-11-13 21:54:56.548375,0.0,0.0
2024-11-13 21:54:56.648655,0.0,0.0
2024-11-13 21:54:56.749214,0.0,0.0
2024-11-13 21:54:56.849681,0.0,0.0
2024-11-13 21:54:56.950105,0.0,0.0
2024-11-13 21:54:57.051251,0.0,0.0
2024-11-13 21:54:57.151708,0.0,0.0
2024-11-13 21:54:57.252113,0.0,0.0
2024-11-13 21:54:57.352538,0.0,0.0
2024-11-13 21:54:57.452897,0.0,0.0
2024-11-13 21:54:57.553357,0.0,0.0
2024-11-13 21:54:57.653891,0.0,0.0
2024-11-13 21:54:57.754518,0.0,0.0
2024-11-13 21:54:57.854925,0.0,0.0
2024-11-13 21:54:57.955608,0.0,0.0
2024-11-13 21:54:58.056283,0.0,0.0
2024-11-13 21:54:58.156525,0.0,0.0
2024-11-13 21:54:58.257160,0.0,0.0
2024-11-13 21:54:58.357655,0.0,0.0
2024-11-13 21:54:58.457851,0.0,0.0
2024-11-13 21:54:58.558204,0.0,0.0
2024-11-13 21:54:58.659275,0.0,0.0
2024-11-13 21:54:58.759571,0.0,0.0
2024-11-13 21:54:58.860120,0.0,0.0
2024-11-13 21:54:58.960568,0.0,0.0
2024-11-13 21:54:59.061079,0.0,0.0
2024-11-13 21:54:59.161377,0.0,0.0
2024-11-13 21:54:59.261829,0.0,0.0
2024-11-13 21:54:59.362320,0.0,0.0
2024-11-13 21:54:59.462692,0.0,0.0
2024-11-13 21:54:59.563080,0.0,0.0
2024-11-13 21:54:59.663780,0.0,0.0
2024-11-13 21:54:59.763754,0.0,0.0
2024-11-13 21:54:59.864030,0.0,0.0
2024-11-13 21:54:59.964511,0.0,0.0
2024-11-13 21:55:00.065065,0.0,0.0
